"state","year","cigsale","lnincome","beer","age15to24","retprice","UnitId"
"Louisiana",1981,144,9.765061,NA,0.1963432,62.6,14
"Louisiana",1982,143.9,9.753126,NA,0.1915451,70.3,14
"Louisiana",1983,133.7,9.746861,NA,0.186747,80.7,14
"Louisiana",1984,128.9,9.760681,23.8,0.1819489,90.7,14
"Louisiana",1985,125,9.76166,23,0.1771508,103,14
"Louisiana",1986,121.2,9.740594,23.7,0.1723528,105.1,14
"Louisiana",1987,116.5,9.716699,24.3,0.1675547,117.8,14
"Louisiana",1988,110.9,9.744105,24.6,0.1627566,120.4,14
"Louisiana",1989,103.6,9.750066,24.4,0.1579585,130.7,14
"Louisiana",1990,101.5,9.770264,26.4,0.1531605,143.4,14
"Louisiana",1991,107.2,9.784423,26.1,NA,149.6,14
"Louisiana",1992,108.5,9.805567,26.7,NA,178.1,14
"Louisiana",1993,106.2,9.821536,26.5,NA,180.5,14
"Louisiana",1994,105.3,9.860993,27.1,NA,157.4,14
"Louisiana",1995,105.7,9.910527,26.1,NA,155.8,14
"Louisiana",1996,106.8,9.923664,26.5,NA,165.3,14
"Louisiana",1997,105.3,9.926509,26.7,NA,166.9,14
"Louisiana",1998,103.2,NA,NA,NA,185.9,14
"Louisiana",1999,101,NA,NA,NA,208,14
"Louisiana",2000,104.3,NA,NA,NA,281.2,14
"Maine",1970,128.5,NA,NA,0.1690141,38,15
"Maine",1971,133.2,NA,NA,0.1703349,38.8,15
"Maine",1972,136.5,9.59714,NA,0.1716557,41.5,15
"Maine",1973,138,9.647285,NA,0.1729765,41,15
"Maine",1974,142.1,9.636234,NA,0.1742973,41.8,15
"Maine",1975,140.7,9.60089,NA,0.1756181,46.7,15
"Maine",1976,144.9,9.671687,NA,0.176939,49.9,15
"Maine",1977,145.6,9.678421,NA,0.1782598,50.9,15
"Maine",1978,143.9,9.698808,NA,0.1795806,55,15
"Maine",1979,138.5,9.694194,NA,0.1809014,54.5,15
"Maine",1980,141.2,9.683053,NA,0.1822222,59,15
"Maine",1981,138.9,9.679446,NA,0.1780966,62.9,15
"Maine",1982,139.5,9.683565,NA,0.1739709,69.7,15
"Maine",1983,135.4,9.724025,NA,0.1698453,80.8,15
"Maine",1984,135.5,9.774763,22.1,0.1657197,93.7,15
"Maine",1985,127.9,9.807659,22.2,0.161594,98.1,15
"Maine",1986,119,9.87409,22.4,0.1574684,112.7,15
"Maine",1987,125,9.911307,22.6,0.1533428,121.2,15
"Maine",1988,125,9.944216,22.9,0.1492171,129,15
"Maine",1989,122.4,9.967079,21.8,0.1450915,144.4,15
"Maine",1990,117.5,9.949729,22.1,0.1409658,160.1,15
"Maine",1991,116.1,9.924435,21.5,NA,165.8,15
"Maine",1992,114.5,9.942132,20.8,NA,187.7,15
"Maine",1993,108.5,9.945655,20.6,NA,192.6,15
"Maine",1994,101.6,9.962649,20.3,NA,178.3,15
"Maine",1995,102.3,9.969056,21.1,NA,184.9,15
"Maine",1996,100,9.987245,21.3,NA,186.9,15
"Maine",1997,101.1,9.995829,21,NA,190.2,15
"Maine",1998,94.5,NA,NA,NA,219.6,15
"Maine",1999,85.5,NA,NA,NA,267.8,15
"Maine",2000,82.9,NA,NA,NA,330.5,15
"Minnesota",1970,104.3,NA,NA,0.1747241,39.1,16
"Minnesota",1971,116.4,NA,NA,0.1767316,40.1,16
"Minnesota",1972,96.8,9.765188,NA,0.1787391,45.2,16
"Minnesota",1973,106.8,9.862045,NA,0.1807465,45.6,16
"Minnesota",1974,110.6,9.828342,NA,0.182754,47,16
"Minnesota",1975,111.5,9.801632,NA,0.1847615,49.4,16
"Minnesota",1976,116.7,9.82493,NA,0.1867689,52.1,16
"Minnesota",1977,117.2,9.875978,NA,0.1887764,53.1,16
"Minnesota",1978,118.9,9.913442,NA,0.1907839,57.9,16
"Minnesota",1979,118.3,9.909161,NA,0.1927914,60.9,16
"Minnesota",1980,117.7,9.877483,NA,0.1947988,63,16
"Minnesota",1981,120.8,9.867996,NA,0.1892152,65.8,16
"Minnesota",1982,119.4,9.863186,NA,0.1836315,71.7,16
"Minnesota",1983,113.2,9.874606,NA,0.1780478,87.3,16
"Minnesota",1984,110.8,9.950923,23.5,0.1724642,99.2,16
"Minnesota",1985,113,9.968969,23,0.1668805,101.5,16
"Minnesota",1986,104.3,10.00552,23,0.1612968,116.3,16
"Minnesota",1987,108.8,10.02377,23.2,0.1557132,120.1,16
"Minnesota",1988,94.1,10.01661,22.9,0.1501295,141.7,16
"Minnesota",1989,92.3,10.04741,22.5,0.1445458,152.5,16
"Minnesota",1990,90.7,10.0464,23.2,0.1389621,162.3,16
"Minnesota",1991,86.2,10.03139,22.7,NA,173.9,16
"Minnesota",1992,83.8,10.06335,22,NA,197.7,16
"Minnesota",1993,81.6,10.05818,21.9,NA,215.6,16
"Minnesota",1994,83.4,10.09502,22.5,NA,196.1,16
"Minnesota",1995,84.1,10.14878,22.1,NA,202.2,16
"Minnesota",1996,81.7,10.18895,22.4,NA,208.6,16
"Minnesota",1997,84.1,10.17544,22.2,NA,216.8,16
"Minnesota",1998,83.2,NA,NA,NA,220.2,16
"Minnesota",1999,80.7,NA,NA,NA,227.4,16
"Minnesota",2000,76,NA,NA,NA,303.6,16
"Mississippi",1970,93.4,NA,NA,0.1831304,36.2,17
"Mississippi",1971,105.4,NA,NA,0.1843731,37.5,17
"Mississippi",1972,112.1,9.397449,NA,0.1856157,37.4,17
"Mississippi",1973,115,9.457063,NA,0.1868584,37.3,17
"Mississippi",1974,117.1,9.436393,NA,0.1881011,41.4,17
"Mississippi",1975,116.8,9.413603,NA,0.1893438,43,17
"Mississippi",1976,120.9,9.477991,NA,0.1905865,46.4,17
"Mississippi",1977,122.1,9.516372,NA,0.1918292,48.8,17
"Mississippi",1978,124.9,9.540335,NA,0.1930719,53.6,17
"Mississippi",1979,123.9,9.55297,NA,0.1943146,56.5,17
"Mississippi",1980,127,9.503543,NA,0.1955573,59.7,17
"Mississippi",1981,125.3,9.512449,NA,0.1920408,63,17
"Mississippi",1982,125.8,9.498247,NA,0.1885242,69.2,17
"Mississippi",1983,122.3,9.504479,NA,0.1850077,78.6,17
"Mississippi",1984,116.4,9.545903,20.1,0.1814912,89,17
"Mississippi",1985,115.3,9.553737,20.6,0.1779746,96.4,17
"Mississippi",1986,113.2,9.576477,21.5,0.1744581,106,17
"Mississippi",1987,110,9.599513,21.6,0.1709415,115.8,17
"Mississippi",1988,109,9.627286,21.9,0.167425,122.6,17
"Mississippi",1989,108.3,9.643641,21.6,0.1639085,125.8,17
"Mississippi",1990,101.8,9.644608,23.3,0.1603919,139.9,17
"Mississippi",1991,105.6,9.652973,22.9,NA,142.7,17
"Mississippi",1992,103.9,9.684978,23.5,NA,160.8,17
"Mississippi",1993,105.4,9.701045,23.9,NA,177.8,17
"Mississippi",1994,106,9.751939,24.5,NA,156.9,17
"Mississippi",1995,107.5,9.785329,24,NA,153.9,17
"Mississippi",1996,106.9,9.808868,24.3,NA,161.2,17
"Mississippi",1997,106.3,9.803786,24.4,NA,168.6,17
"Mississippi",1998,107,NA,NA,NA,175.8,17
"Mississippi",1999,103.9,NA,NA,NA,199.5,17
"Mississippi",2000,97.2,NA,NA,NA,272,17
"Missouri",1970,121.3,NA,NA,0.167593,36,18
"Missouri",1971,127.6,NA,NA,0.1692596,36.8,18
"Missouri",1972,130,9.733354,NA,0.1709261,37.7,18
"Missouri",1973,132.1,9.780752,NA,0.1725927,37.7,18
"Missouri",1974,135.4,9.739015,NA,0.1742593,38,18
"Missouri",1975,135.6,9.73081,NA,0.1759259,43.5,18
"Missouri",1976,139.5,9.769454,NA,0.1775924,44.7,18
"Missouri",1977,140.8,9.808042,NA,0.179259,45.9,18
"Missouri",1978,141.8,9.844764,NA,0.1809256,49.9,18
"Missouri",1979,140.2,9.847526,NA,0.1825921,52.2,18
"Missouri",1980,142.1,9.801047,NA,0.1842587,57.3,18
"Missouri",1981,140.5,9.810367,NA,0.1798325,59.9,18
"Missouri",1982,139.7,9.802688,NA,0.1754063,64.7,18
"Missouri",1983,134.1,9.829301,NA,0.1709801,74.8,18
"Missouri",1984,130,9.881513,23.7,0.1665539,84.8,18
"Missouri",1985,129.2,9.913292,23.7,0.1621277,93.7,18
"Missouri",1986,128.8,9.946776,24.2,0.1577015,101.9,18
"Missouri",1987,128.7,9.953278,24.2,0.1532753,108.5,18
"Missouri",1988,127.4,9.958259,23.6,0.1488491,114.6,18
"Missouri",1989,122.8,9.972259,23.6,0.1444229,118.9,18
"Missouri",1990,119.1,9.970405,24.3,0.1399967,129.1,18
"Missouri",1991,119.9,9.968204,23.9,NA,132.5,18
"Missouri",1992,122.3,9.984798,23.7,NA,153.1,18
"Missouri",1993,121.6,9.986176,23.6,NA,157.6,18
"Missouri",1994,119.4,10.01636,24.2,NA,146.8,18
"Missouri",1995,124,10.05391,23.5,NA,150.3,18
"Missouri",1996,124.1,10.07675,23.6,NA,159.8,18
"Missouri",1997,120.6,10.07141,23.5,NA,163.4,18
"Missouri",1998,120.1,NA,NA,NA,173.8,18
"Missouri",1999,118,NA,NA,NA,197,18
"Missouri",2000,113.8,NA,NA,NA,258.8,18
"Montana",1970,111.2,NA,NA,0.1757925,34,19
"Montana",1971,115.6,NA,NA,0.1771459,34.7,19
"Montana",1972,122.2,9.694641,NA,0.1784993,40.1,19
"Montana",1973,119.9,9.775743,NA,0.1798527,40.9,19
"Montana",1974,121.9,9.740038,NA,0.1812061,41.8,19
"Montana",1975,123.7,9.724647,NA,0.1825595,43.7,19
"Montana",1976,124.9,9.730799,NA,0.1839129,45.3,19
"Montana",1977,127,9.732777,NA,0.1852663,47.6,19
"Montana",1978,127.2,9.814651,NA,0.1866197,51.9,19
"Montana",1979,120.3,9.778626,NA,0.1879731,53.7,19
"Montana",1980,122,9.743379,NA,0.1893266,56.7,19
"Montana",1981,121.1,9.757294,NA,0.1833387,60.4,19
"Montana",1982,122.4,9.73567,NA,0.1773509,65.7,19
"Montana",1983,113.7,9.74816,NA,0.171363,77.2,19
"Montana",1984,110.1,9.74522,29.4,0.1653752,91.3,19
"Montana",1985,103.6,9.729407,27.8,0.1593874,95.5,19
"Montana",1986,97.8,9.774853,27.4,0.1533995,102,19
"Montana",1987,91.7,9.778117,27.2,0.1474117,106.2,19
"Montana",1988,87.1,9.765144,27.6,0.1414239,115.3,19
"Montana",1989,86.2,9.81518,27.2,0.135436,123,19
"Montana",1990,84.7,9.80227,27.8,0.1294482,140.4,19
"Montana",1991,82.9,9.83213,28,NA,143.6,19
"Montana",1992,86.6,9.838708,27.7,NA,163.5,19
"Montana",1993,86,9.870498,26.2,NA,179.4,19
"Montana",1994,88.2,9.8719,26.6,NA,151.3,19
"Montana",1995,90.5,9.891279,26.5,NA,155.4,19
"Montana",1996,87.3,9.90176,26.7,NA,156.8,19
"Montana",1997,88.9,9.886044,27,NA,164.9,19
"Montana",1998,89.1,NA,NA,NA,175.4,19
"Montana",1999,82.6,NA,NA,NA,196.2,19
"Montana",2000,75.5,NA,NA,NA,260.7,19
"Nebraska",1970,108.1,NA,NA,0.1737374,33.9,20
"Nebraska",1971,108.6,NA,NA,0.1752171,34.7,20
"Nebraska",1972,104.9,9.746475,NA,0.1766969,41.1,20
"Nebraska",1973,106.6,9.835299,NA,0.1781767,41.2,20
"Nebraska",1974,110.5,9.766387,NA,0.1796564,42,20
"Nebraska",1975,114.1,9.797554,NA,0.1811362,44.6,20
"Nebraska",1976,118.1,9.787974,NA,0.182616,46.8,20
"Nebraska",1977,117.7,9.801126,NA,0.1840957,48.1,20
"Nebraska",1978,117.4,9.879457,NA,0.1855755,53.6,20
"Nebraska",1979,116.1,9.847173,NA,0.1870553,55.4,20
"Nebraska",1980,116.3,9.772381,NA,0.188535,59.5,20
"Nebraska",1981,117,9.81427,NA,0.1835479,60.9,20
"Nebraska",1982,117.1,9.799478,NA,0.1785609,69.7,20
"Nebraska",1983,110.8,9.802988,NA,0.1735738,83.7,20
"Nebraska",1984,107.7,9.853516,25.4,0.1685867,94.8,20
"Nebraska",1985,105.1,9.875531,24.6,0.1635996,95.8,20
"Nebraska",1986,103.1,9.896881,24.5,0.1586125,104,20
"Nebraska",1987,101.3,9.899986,24.8,0.1536254,113.7,20
"Nebraska",1988,92.9,9.935325,24.3,0.1486383,123.3,20
"Nebraska",1989,93.8,9.941367,24.1,0.1436512,139.3,20
"Nebraska",1990,89.9,9.968171,25.2,0.1386641,143.4,20
"Nebraska",1991,92.4,9.965081,24.6,NA,152.2,20
"Nebraska",1992,90.6,9.99833,24.2,NA,169.5,20
"Nebraska",1993,91.1,9.996415,24.3,NA,177.2,20
"Nebraska",1994,85.9,10.02996,24.7,NA,169.6,20
"Nebraska",1995,88.5,10.03178,24.1,NA,170.7,20
"Nebraska",1996,86.2,10.07806,24.4,NA,175.5,20
"Nebraska",1997,85.5,10.06976,24.4,NA,184.8,20
"Nebraska",1998,83.1,NA,NA,NA,194.6,20
"Nebraska",1999,86.6,NA,NA,NA,214.6,20
"Nebraska",2000,77.6,NA,NA,NA,288.3,20
"Nevada",1970,189.5,NA,NA,0.1615542,38.9,21
"Nevada",1971,190.5,NA,NA,0.1637738,44,21
"Nevada",1972,198.6,9.944233,NA,0.1659933,40.6,21
"Nevada",1973,201.5,9.980632,NA,0.1682129,40.3,21
"Nevada",1974,204.7,9.928623,NA,0.1704325,41.9,21
"Nevada",1975,205.2,9.915459,NA,0.1726521,44.5,21
"Nevada",1976,201.4,9.955231,NA,0.1748717,44.9,21
"Nevada",1977,190.8,10.0006,NA,0.1770913,49.3,21
"Nevada",1978,187,10.06987,NA,0.1793108,54.3,21
"Nevada",1979,183.3,10.05607,NA,0.1815304,57.1,21
"Nevada",1980,177.7,10.03425,NA,0.18375,63.1,21
"Nevada",1981,171.9,10.00596,NA,0.1785419,63.3,21
"Nevada",1982,165.1,9.956868,NA,0.1733339,71.6,21
"Nevada",1983,159.2,9.963725,NA,0.1681258,81.9,21
"Nevada",1984,136.6,9.994218,35.1,0.1629178,99.8,21
"Nevada",1985,146.7,10.02568,35.7,0.1577097,109.3,21
"Nevada",1986,142.6,10.06373,37.2,0.1525016,106.6,21
"Nevada",1987,147.7,10.07728,37.7,0.1472936,114,21
"Nevada",1988,141.9,10.09819,39.3,0.1420855,129.6,21
"Nevada",1989,137.9,10.12983,40.4,0.1368775,145.6,21
"Nevada",1990,137.3,10.12119,40.2,0.1316694,173.7,21
"Nevada",1991,115.5,10.10557,37.7,NA,186.3,21
"Nevada",1992,110,10.1271,36.4,NA,193.8,21
"Nevada",1993,108.1,10.13713,35.1,NA,196.8,21
"Nevada",1994,105.2,10.16239,35.1,NA,190.3,21
"Nevada",1995,100.9,10.18081,34.3,NA,190.4,21
"Nevada",1996,99,10.20678,35.2,NA,195,21
"Nevada",1997,95.6,10.18646,34.4,NA,198.5,21
"Nevada",1998,102.4,NA,NA,NA,200.6,21
"Nevada",1999,103.9,NA,NA,NA,225.8,21
"Nevada",2000,93.2,NA,NA,NA,303.5,21
"New Hampshire",1970,265.7,NA,NA,0.1707317,31.4,22
"New Hampshire",1971,278,NA,NA,0.1723339,34.1,22
"New Hampshire",1972,296.2,9.736376,NA,0.1739361,36.1,22
"New Hampshire",1973,279,9.774945,NA,0.1755383,36.9,22
"New Hampshire",1974,269.8,9.747308,NA,0.1771404,37.9,22
"New Hampshire",1975,269.1,9.718851,NA,0.1787426,40.8,22
"New Hampshire",1976,290.5,9.777043,NA,0.1803448,43.9,22
"New Hampshire",1977,278.8,9.806763,NA,0.181947,45,22
"New Hampshire",1978,269.6,9.853168,NA,0.1835492,49.7,22
"New Hampshire",1979,254.6,9.865933,NA,0.1851513,53.2,22
"New Hampshire",1980,247.8,9.860694,NA,0.1867535,55.3,22
"New Hampshire",1981,245.4,9.867043,NA,0.1823748,58.4,22
"New Hampshire",1982,239.8,9.876245,NA,0.1779961,67,22
"New Hampshire",1983,232.9,9.940468,NA,0.1736175,74.7,22
"New Hampshire",1984,215.1,10.00683,35.6,0.1692388,90.5,22
"New Hampshire",1985,201.1,10.06133,35.7,0.1648601,89.2,22
"New Hampshire",1986,195.9,10.12613,34.7,0.1604814,100,22
"New Hampshire",1987,195.1,10.14629,34.7,0.1561027,102,22
"New Hampshire",1988,180.4,10.17227,34.1,0.151724,113.5,22
"New Hampshire",1989,172.9,10.15991,33.3,0.1473453,125.9,22
"New Hampshire",1990,152.4,10.12278,32.9,0.1429666,135.9,22
"New Hampshire",1991,144.8,10.11431,32.9,NA,153.9,22
"New Hampshire",1992,143.7,10.12097,32.2,NA,164.4,22
"New Hampshire",1993,148.9,10.11176,32.4,NA,181.1,22
"New Hampshire",1994,153.8,10.15647,31,NA,157.8,22
"New Hampshire",1995,158.5,10.21322,31,NA,163.9,22
"New Hampshire",1996,158,10.22895,31.1,NA,168.6,22
"New Hampshire",1997,174.4,10.23085,31.3,NA,176.6,22
"New Hampshire",1998,173.8,NA,NA,NA,197,22
"New Hampshire",1999,171.7,NA,NA,NA,222.8,22
"New Hampshire",2000,147.3,NA,NA,NA,313.9,22
"New Mexico",1970,90,NA,NA,0.1848574,39.7,23
"New Mexico",1971,92.6,NA,NA,0.1860954,41.7,23
"New Mexico",1972,99.3,9.55779,NA,0.1873334,41.1,23
"New Mexico",1973,98.9,9.592716,NA,0.1885713,41.8,23
"New Mexico",1974,100.3,9.584766,NA,0.1898093,43.7,23
"New Mexico",1975,103.1,9.596889,NA,0.1910473,46.3,23
"New Mexico",1976,102.4,9.632618,NA,0.1922853,49.5,23
"New Mexico",1977,102.4,9.669968,NA,0.1935232,51.6,23
"New Mexico",1978,103.1,9.717297,NA,0.1947612,56,23
"New Mexico",1979,101,9.699997,NA,0.1959992,57.6,23
"New Mexico",1980,102.7,9.677752,NA,0.1972371,62.6,23
"New Mexico",1981,103,9.680828,NA,0.1915056,63,23
"New Mexico",1982,97.5,9.678599,NA,0.1857741,69.4,23
"New Mexico",1983,96.3,9.686483,NA,0.1800425,79.6,23
"New Mexico",1984,88.9,9.707866,28.3,0.174311,90.2,23
"New Mexico",1985,88,9.73475,28.7,0.1685795,97.5,23
"New Mexico",1986,88.2,9.7369,27.9,0.162848,101.2,23
"New Mexico",1987,82.3,9.729162,27.8,0.1571164,110.2,23
"New Mexico",1988,77.7,9.743268,27.2,0.1513849,113.7,23
"New Mexico",1989,74.4,9.760063,27.9,0.1456534,127.2,23
"New Mexico",1990,70.8,9.765913,27.2,0.1399218,133.6,23
"New Mexico",1991,69.9,9.768038,27.1,NA,146.9,23
"New Mexico",1992,71.4,9.784279,26.7,NA,165.4,23
"New Mexico",1993,69,9.806236,26.4,NA,172.2,23
"New Mexico",1994,68.2,9.827472,25.4,NA,158.4,23
"New Mexico",1995,67,9.871939,27.4,NA,163.5,23
"New Mexico",1996,65.7,9.878764,27.2,NA,170.8,23
"New Mexico",1997,61.8,9.86426,27,NA,176,23
"New Mexico",1998,62.6,NA,NA,NA,183.8,23
"New Mexico",1999,59.7,NA,NA,NA,201.8,23
"New Mexico",2000,53.8,NA,NA,NA,279.8,23
"North Carolina",1970,172.4,NA,NA,0.1935484,27.3,24
"North Carolina",1971,187.6,NA,NA,0.1936767,29.4,24
"North Carolina",1972,214.1,9.590858,NA,0.193805,28.7,24
"North Carolina",1973,226.5,9.644995,NA,0.1939334,28.9,24
"North Carolina",1974,227.3,9.621204,NA,0.1940617,30.1,24
"North Carolina",1975,226,9.590678,NA,0.19419,32.9,24
"North Carolina",1976,230.2,9.637136,NA,0.1943184,35.8,24
"North Carolina",1977,217,9.656975,NA,0.1944467,36.6,24
"North Carolina",1978,205.5,9.69771,NA,0.194575,41.8,24
"North Carolina",1979,197.3,9.681352,NA,0.1947034,43.7,24
"North Carolina",1980,187.8,9.6566,NA,0.1948317,47.3,24
"North Carolina",1981,179.3,9.661784,NA,0.1909665,50,24
"North Carolina",1982,179,9.649224,NA,0.1871014,55.5,24
"North Carolina",1983,169.8,9.693887,NA,0.1832362,66,24
"North Carolina",1984,160.6,9.753726,19.8,0.1793711,75,24
"North Carolina",1985,156.3,9.781757,19.7,0.175506,78.9,24
"North Carolina",1986,154.4,9.830363,20,0.1716408,83.7,24
"North Carolina",1987,150.5,9.854593,20,0.1677757,90.6,24
"North Carolina",1988,146,9.882553,20.1,0.1639105,96,24
"North Carolina",1989,139.3,9.889289,20.3,0.1600454,107.6,24
"North Carolina",1990,133.7,9.903341,20.9,0.1561802,116.4,24
"North Carolina",1991,132.7,9.893853,20.2,NA,126.6,24
"North Carolina",1992,128.9,9.923104,20.7,NA,145,24
"North Carolina",1993,129.7,9.940663,20.9,NA,153.5,24
"North Carolina",1994,112.7,9.966932,20.8,NA,135.9,24
"North Carolina",1995,124.9,10.02181,20.5,NA,142.3,24
"North Carolina",1996,129.7,10.04514,21.1,NA,145.6,24
"North Carolina",1997,125.6,10.05129,21.3,NA,152,24
"North Carolina",1998,126,NA,NA,NA,167.6,24
"North Carolina",1999,113.1,NA,NA,NA,186.8,24
"North Carolina",2000,109,NA,NA,NA,257.3,24
"North Dakota",1970,93.8,NA,NA,0.184466,37.3,25
"North Dakota",1971,98.5,NA,NA,0.186387,38.9,25
"North Dakota",1972,103.8,9.697235,NA,0.1883079,38.9,25
"North Dakota",1973,108.7,9.984169,NA,0.1902288,39.4,25
"North Dakota",1974,110.5,9.864307,NA,0.1921497,39.9,25
"North Dakota",1975,117.9,9.806704,NA,0.1940707,42.6,25
"North Dakota",1976,125.4,9.72551,NA,0.1959916,45.9,25
"North Dakota",1977,122.2,9.693218,NA,0.1979125,47.4,25
"North Dakota",1978,121.9,9.859668,NA,0.1998335,53.2,25
"North Dakota",1979,121.3,9.782693,NA,0.2017544,55,25
"North Dakota",1980,123.7,9.610509,NA,0.2036753,59.6,25
"North Dakota",1981,125.7,9.761848,NA,0.1979569,62,25
"North Dakota",1982,126.8,9.764914,NA,0.1922384,67.8,25
"North Dakota",1983,119.6,9.792011,NA,0.1865199,77.9,25
"North Dakota",1984,109.4,9.795627,24,0.1808014,94.4,25
"North Dakota",1985,103.2,9.793513,23.1,0.175083,100.6,25
"North Dakota",1986,99.8,9.804612,23,0.1693645,104.2,25
"North Dakota",1987,92.3,9.789935,23.3,0.163646,110.3,25
"North Dakota",1988,87.1,9.692096,24.1,0.1579275,123.3,25
"North Dakota",1989,84.1,9.786231,24.5,0.1522091,135.9,25
"North Dakota",1990,77.1,9.84136,26.6,0.1464906,144.3,25
"North Dakota",1991,85.2,9.819377,26.1,NA,159.8,25
"North Dakota",1992,74.3,9.882981,25.4,NA,168.3,25
"North Dakota",1993,83,9.853105,25.6,NA,177.6,25
"North Dakota",1994,81,9.916486,25.8,NA,180.1,25
"North Dakota",1995,80.6,9.884033,25.5,NA,179.5,25
"North Dakota",1996,80.8,9.960636,26.6,NA,182.7,25
"North Dakota",1997,77.5,9.908545,26.4,NA,194.1,25
"North Dakota",1998,79.1,NA,NA,NA,205.2,25
"North Dakota",1999,74.7,NA,NA,NA,223.6,25
"North Dakota",2000,72.5,NA,NA,NA,297.5,25
"Ohio",1970,121.6,NA,NA,0.1732195,36.6,26
"Ohio",1971,124.6,NA,NA,0.1745399,38.1,26
"Ohio",1972,124.4,9.779579,NA,0.1758603,38.4,26
"Ohio",1973,120.5,9.826632,NA,0.1771807,42,26
"Ohio",1974,122.1,9.811853,NA,0.1785011,42.9,26
"Ohio",1975,122.5,9.78323,NA,0.1798214,46,26
"Ohio",1976,124.6,9.831858,NA,0.1811418,48.5,26
"Ohio",1977,127.3,9.872402,NA,0.1824622,49.8,26
"Ohio",1978,131.3,9.89935,NA,0.1837826,53.9,26
"Ohio",1979,130.9,9.89159,NA,0.185103,56.3,26
"Ohio",1980,133.5,9.850911,NA,0.1864234,58.7,26
"Ohio",1981,132.8,9.835517,NA,0.1822796,61.4,26
"Ohio",1982,134,9.815445,NA,0.1781359,68.3,26
"Ohio",1983,130,9.836498,NA,0.1739921,82.5,26
"Ohio",1984,127.1,9.884094,24.9,0.1698483,89.2,26
"Ohio",1985,126.7,9.904476,24.2,0.1657045,92.2,26
"Ohio",1986,126.3,9.938112,23.4,0.1615607,98.1,26
"Ohio",1987,124.6,9.943063,23.9,0.157417,102.2,26
"Ohio",1988,122.4,9.968595,23.7,0.1532732,108.4,26
"Ohio",1989,118.6,9.977871,23.9,0.1491294,120.5,26
"Ohio",1990,115.5,9.977726,23.9,0.1449856,135.4,26
"Ohio",1991,113.2,9.96233,23.6,NA,139.8,26
"Ohio",1992,112.3,9.982689,23,NA,159.6,26
"Ohio",1993,108.9,9.989721,23,NA,162.5,26
"Ohio",1994,108.6,10.03149,23,NA,151.2,26
"Ohio",1995,111.7,10.08051,22.8,NA,155.6,26
"Ohio",1996,107.6,10.09726,23.3,NA,159.7,26
"Ohio",1997,108.6,10.09318,23,NA,166.8,26
"Ohio",1998,106.4,NA,NA,NA,172.9,26
"Ohio",1999,104,NA,NA,NA,193.2,26
"Ohio",2000,99.9,NA,NA,NA,265.4,26
"Oklahoma",1970,108.4,NA,NA,0.1754592,38.4,27
"Oklahoma",1971,115.4,NA,NA,0.1765248,39.8,27
"Oklahoma",1972,121.7,9.625027,NA,0.1775905,39.8,27
"Oklahoma",1973,124.1,9.682419,NA,0.1786561,40.4,27
"Oklahoma",1974,130.5,9.675103,NA,0.1797218,41,27
"Oklahoma",1975,132.9,9.682616,NA,0.1807874,43.6,27
